days_since_purchase,total_spend,subscription_type,churn
117,118.9,0,1
72,439.4,0,1
87,184.8,0,0
37,108.2,0,0
14,237.0,1,0
52,257.2,1,0
91,709.0,1,0
2,78.6,1,0
47,136.5,0,0
7,344.2,1,0
22,101.9,0,0
48,917.3,1,0
118,1012.7,1,0
43,323.9,1,0
68,492.7,1,0
52,630.9,0,0
23,223.7,0,0
60,336.4321212121212,0,0
14,90.8,0,0
43,39.4,0,0
102,475.6,0,1
49,304.8,1,0
52,763.8,0,0
33,201.8,1,0
10,109.1,1,0
36,577.0,1,0
78,940.6,1,0
57,91.7,0,0
15,152.9,1,0
7,799.0,1,0
23,922.4,0,0
36,365.5,0,0
38,187.2,1,0
38,578.5,0,0
43,200.9,0,0
58,192.2,1,0
31,166.4,0,0
19,404.7,0,0
63,337.4,1,0
79,350.9,0,0
27,452.5,0,0
149,209.4,0,1
114,492.8,0,0
16,328.1,1,0
8,168.5,0,0
37,67.1,0,0
52,202.5,0,0
148,657.8,0,1
145,567.6,1,1
68,454.1,1,0
31,99.3,0,1
95,164.0,0,1
47,395.4,0,0
13,465.8,0,0
13,576.7,1,0
32,302.2,0,0
84,130.9,0,0
17,466.6,0,0
32,211.9,1,0
113,612.3,1,0
57,202.8,0,0
62,960.1,1,0
86,186.3,0,1
32,183.5,0,0
118,307.1,1,0
70,172.4,0,0
39,146.8,1,1
104,128.8,0,1
68,599.7,0,0
42,155.2,1,0
63,184.9,0,1
21,977.3,0,0
95,480.9,0,1
146,617.7,1,0
9,882.5,0,0
27,231.2,0,0
25,55.3,1,0
73,445.2,0,1
50,212.4,0,0
30,983.0,0,0
34,36.6,0,0
28,113.0,0,1
67,158.0,0,0
50,305.0,1,0
33,76.8,0,0
28,423.5,1,0
105,150.8,0,1
93,503.0,0,0
67,627.6,0,0
87,193.6,0,0
13,474.5,1,0
17,250.9,0,0
15,236.8,0,0
43,92.4,1,0
88,295.1,1,0
31,609.2,1,0
97,331.9,0,0
27,150.3,1,0
39,71.7,0,0
30,220.8,0,0
36,135.1,0,0
40,148.8,0,0
7,137.1,0,0
56,253.4,0,0
39,498.3,1,0
118,130.8,0,1
65,125.9,0,1
54,83.9,0,0
114,371.2,1,0
106,460.8,0,1
122,229.6,0,1
28,500.0,1,0
15,715.2,1,0
7,299.5,0,0
86,153.6,1,0
6,139.0,1,0
50,161.8,1,0
10,798.4,0,0
94,1235.7,1,0
61,187.6,0,1
94,531.6,0,0
51,597.7,0,0
19,72.7,0,0
30,768.5,0,0
80,268.0,1,0
9,198.1,0,0
28,87.1,0,0
25,801.9,0,0
40,264.4,0,0
67,973.9,1,0
92,572.8,0,0
12,190.3,0,0
20,270.9,0,0
14,146.4,0,0
41,161.6,0,0
15,449.3,1,0
55,555.7,1,0
101,40.9,0,1
8,55.0,1,0
21,214.9,1,0
123,402.7,1,1
49,604.5,0,0
28,261.3,0,0
210,205.2,0,1
34,493.8,1,0
65,151.4,1,0
22,266.3,0,0
18,225.7,0,0
67,366.6,1,0
130,719.8,1,0
29,65.2,1,0
17,306.2,1,0
85,426.3,0,0
29,336.4321212121212,0,0
56,71.9,1,0
28,42.0,0,0
33,404.9,0,0
20,68.5,1,0
69,270.1,0,1
57,687.6,1,0
56,67.8,0,1
24,977.5,1,0
53,395.4,0,0
142,1305.9,0,0
17,169.9,0,0
22,623.2,0,0
23,241.3,1,0
46,335.0,1,0
16,143.7,0,0
61,248.5,0,0
7,480.8,0,0
75,769.4,0,0
55,156.0,1,0
140,374.4,1,1
18,207.4,1,0
87,389.2,1,0
39,530.4,0,0
33,222.4,1,0
17,455.2,1,0
29,147.5,1,0
30,728.7,1,0
10,437.2,0,0
54,171.1,1,0
49,128.9,0,0
64,647.4,0,0
26,916.7,0,0
77,177.7,1,0
105,628.1,1,0
35,249.3,1,0
18,842.7,1,0
44,199.8,0,0
43,536.9,1,0
37,281.3,0,1
65,28.3,0,1
32,121.1,0,0
17,529.9,1,0
47,485.6,1,0
67,309.6,0,1
71,787.5,0,0
30,598.5,1,0
52,421.2,0,0
106,36.1,1,1
89,619.5,1,0
10,58.8,0,0
32,336.4321212121212,0,0
101,77.3,1,1
10,463.5,1,0
40,545.6,0,0
25,303.7,1,0
53,239.6,0,0
4,111.1,0,1
95,701.1,1,0
42,85.4,1,0
16,281.4,0,0
22,300.5,1,0
55,331.3,0,0
21,444.3,0,0
127,220.8,0,1
38,622.5,1,0
112,243.1,0,1
47,323.0,0,1
69,94.2,0,1
66,232.0,1,1
28,68.1,1,0
69,341.1,1,0
30,427.0,0,0
9,212.4,0,0
35,232.2,0,0
14,436.3,1,0
29,471.3,1,0
41,49.9,0,0
19,197.9,1,0
62,59.0,0,1
30,182.3,0,0
13,693.6,0,0
19,431.1,0,0
45,248.4,0,0
34,824.3,0,0
52,312.8,0,0
45,1461.5,1,0
17,277.0,0,0
25,151.7,0,0
76,113.6,1,0
20,399.4,0,0
114,180.8,0,1
11,359.6,1,0
74,355.3,0,0
38,120.4,0,1
18,309.0,0,0
44,279.8,0,0
21,62.8,0,0
26,479.9,1,0
31,404.2,0,0
70,607.7,0,0
25,90.1,0,0
50,1208.9,1,0
72,131.7,0,1
43,32.5,0,0
55,256.6,0,0
40,331.5,0,0
62,289.0,1,0
13,88.8,0,0
107,169.6,0,0
23,317.3,0,0
39,1327.1,1,0
6,93.1,0,0
27,150.5,0,0
51,93.0,1,0
117,236.5,1,0
63,234.6,0,0
29,501.1,0,0
10,322.0,0,0
99,672.1,0,0
28,242.9,0,0
51,6.2,0,0
29,333.0,0,0
56,45.4,0,1
96,637.5,1,0
70,316.1,1,0
34,144.9,0,1
101,82.2,0,1
134,163.5,0,1
83,304.8,1,0
30,844.1,0,0
75,219.2,0,1
82,295.1,0,1
34,229.2,0,0
134,295.6,0,0
93,282.4,0,1
36,246.5,0,0
30,182.8,1,0
81,409.9,0,0
158,121.0,1,1
14,465.1,1,0
58,415.5,0,0
74,35.2,0,0
95,84.8,0,1
74,41.3,0,1
28,766.4,1,0
12,205.8,1,0
33,568.0,0,0
72,188.1,0,1
26,130.8,1,0
106,174.8,1,1
38,362.0,1,0
25,412.4,0,0
62,252.9,0,0
35,622.0,1,0
29,279.8,1,0
146,235.0,0,1
26,126.9,0,0
32,115.1,0,0
63,432.3,0,0
105,93.4,0,1
59,244.1,1,0
45,447.3,0,0
157,66.1,1,1
31,600.1,0,0
31,132.7,1,0
26,782.2,1,0
56,93.3,0,1
20,431.6,0,0
16,154.5,0,0
32,866.2,0,0
9,265.3,1,0
51,106.4,1,0
56,358.0,0,0
63,169.5,0,0
77,384.6,0,0
32,774.0,1,0
97,440.1,0,0
90,47.5,0,1
17,91.4,0,0
40,301.3,0,0
3,325.0,0,0
97,96.1,1,0
76,100.2,0,1
113,626.2,0,0
11,181.6,1,0
60,533.3,1,0
28,538.0,0,0
6,135.2,0,0
84,228.5,0,0
14,411.1,0,0
54,47.0,0,0
27,195.1,0,0
48,576.5,0,0
78,414.8,1,0
48,321.7,0,0
20,624.2,1,0
148,152.4,0,1
33,125.9,1,0
23,397.6,1,0
40,211.2,1,0
11,199.8,1,0
25,336.4321212121212,1,0
34,355.6,0,0
51,209.0,0,0
44,95.9,0,0
60,651.0,1,1
41,240.7,1,0
89,361.9,0,1
68,730.0,0,0
57,494.9,0,0
100,880.1,1,0
100,488.1,0,1
46,195.9,0,0
31,120.4,0,0
49,187.8,0,0
38,258.8,1,0
30,770.5,1,0
48,215.7,1,0
56,74.6,0,0
65,293.3,0,0
110,256.6,0,1
52,163.6,1,0
41,178.4,0,0
82,691.1,0,0
21,354.5,0,0
9,247.2,1,0
59,125.1,0,0
33,1223.0,1,0
35,788.3,0,0
21,465.9,0,0
94,206.6,0,1
10,119.8,0,0
64,123.9,0,1
42,204.6,0,0
115,165.4,0,1
83,316.5,1,0
16,234.4,0,0
68,135.0,1,0
58,107.2,0,1
40,249.1,1,0
64,229.6,0,1
25,652.3,0,0
45,305.9,0,0
42,297.6,0,0
22,314.9,0,0
33,714.2,1,0
28,2670.5,1,0
55,201.4,1,0
98,1161.1,1,0
13,64.5,0,0
57,193.2,0,0
28,94.0,0,0
79,401.7,0,1
56,485.3,0,0
10,74.8,0,0
48,527.9,0,0
38,320.5,0,0
14,579.4,1,0
28,757.0,1,0
46,410.0,0,0
29,79.7,1,0
85,231.2,1,0
38,70.2,0,0
26,31.1,0,0
48,88.3,0,0
53,246.6,1,0
80,1102.7,1,0
44,240.6,0,0
52,322.4,0,0
67,159.1,0,0
22,208.4,0,0
76,259.4,0,0
15,259.1,1,0
46,485.0,1,0
47,188.5,1,0
46,84.5,1,0
14,66.5,1,0
2,459.5,0,0
34,14.3,0,0
54,205.5,0,1
107,119.0,1,1
55,383.0,0,0
15,320.2,1,0
35,251.1,0,0
37,267.9,0,0
97,261.1,0,1
56,64.8,0,0
17,216.9,1,0
27,150.2,1,0
71,134.9,0,1
49,263.9,0,0
42,461.5,0,0
35,450.3,0,0
70,299.1,0,0
31,227.6,1,0
26,250.9,0,0
78,410.8,0,0
2,134.2,0,0
16,242.9,0,0
22,158.0,0,0
82,132.4,0,0
47,231.7,0,0
15,175.9,0,0
14,304.1,0,0
84,178.0,0,0
14,215.5,0,0
25,84.1,1,0
30,424.2,0,0
60,429.7,0,0
28,115.4,0,0
12,124.8,0,0
64,274.5,0,0
63,211.7,1,1
115,386.1,1,0
50,613.8,0,0
14,120.5,0,0
111,447.4,0,0
30,133.6,1,0
74,134.3,0,0
109,276.2,0,0
44,370.1,0,1
40,601.3,0,0
50,743.0,0,0
57,191.7,0,0
83,240.9,0,1
36,401.0,1,0
43,232.8,0,0
27,190.1,0,0
27,200.5,1,0
20,373.7,0,0
29,604.5,0,0
18,57.1,0,1
76,202.6,0,0
65,76.1,1,0
38,358.1,0,0
49,131.6,0,0
20,549.0,0,0
40,215.0,0,0
90,469.9,1,0
88,118.2,0,0
116,267.9,0,1
76,345.3,1,0
53,336.4321212121212,0,0
73,189.2,1,1
15,672.0,1,0
70,402.1,1,0
78,585.0,0,0
40,66.1,0,1
43,350.4,1,0
34,208.7,0,0
39,754.0,0,0
47,493.6,1,0
51,306.4,1,0
20,363.5,0,0
23,170.9,0,0
65,332.2,0,0
54,1351.2,1,0
22,198.8,1,0
38,266.2,0,0
127,127.3,0,1
4,336.4321212121212,1,0
2,450.7,0,0
4,87.1,0,0
160,427.0,1,0
16,431.7,0,0
32,176.6,0,0
62,571.2,0,0
59,537.6,0,0
34,228.6,1,0
104,74.8,0,1
71,450.8,1,0
24,230.2,0,1
17,278.2,0,0
47,344.2,0,0
74,62.2,0,1
129,168.0,0,1
52,702.7,0,0
31,284.5,0,0
98,360.8,0,0
89,346.9,1,0
71,459.3,1,0
14,688.9,1,0
32,33.7,0,0
36,412.2,0,0
71,302.5,1,0
6,462.2,0,0
30,181.7,0,0
42,228.7,1,0
35,109.1,1,0
120,237.4,0,1
83,78.8,0,0
83,288.4,1,0
29,277.9,0,0
48,177.0,1,0
20,71.7,1,0
20,54.2,1,0
84,104.6,0,1
74,38.3,0,1
19,354.1,1,0
45,1058.1,0,0
10,107.2,1,0
61,1225.8,0,0
18,264.8,0,0
45,398.8,1,0
127,76.5,1,1
16,366.2,1,0
54,207.4,1,0
40,673.2,0,0
15,54.2,1,0
23,210.5,1,0
57,121.5,0,1
35,316.2,0,0
106,19.2,0,0
59,659.2,0,0
17,399.2,1,0
76,291.7,0,0
83,86.4,0,0
51,427.9,0,0
63,397.9,0,0
51,563.1,0,0
96,192.3,0,1
88,70.9,1,0
10,141.1,0,0
9,474.2,0,0
36,163.0,0,0
73,1120.9,1,0
93,435.2,0,1
31,1020.0,1,0
35,221.7,1,0
33,438.0,1,0
39,105.4,0,0
47,587.1,1,0
29,355.4,0,0
33,543.5,1,0
55,183.4,0,1
13,273.1,0,0
135,262.4,0,1
72,184.1,0,0
103,371.2,1,0
19,323.4,0,0
25,367.4,0,0
3,180.5,0,0
43,565.1,1,0
44,539.5,1,0
51,484.3,1,0
8,596.2,1,0
41,216.2,0,1
53,92.4,0,0
60,541.0,1,0
26,155.9,0,0
148,57.7,0,1
35,159.5,0,0
47,280.9,0,0
32,624.6,0,0
27,423.1,1,0
67,456.7,0,0
9,409.8,0,0
70,314.2,0,0
46,263.9,1,0
36,105.0,0,0
14,1212.4,1,0
43,212.0,1,0
66,199.9,0,1
47,296.6,1,0
40,207.5,1,0
34,467.6,1,0
29,210.5,1,0
15,196.4,0,0
65,152.0,0,1
50,193.1,0,0
68,88.4,0,1
29,91.3,1,0
37,715.6,0,0
14,596.0,1,0
9,834.4,1,0
45,885.0,1,0
4,152.5,1,0
54,623.1,0,0
26,514.5,0,0
165,191.8,0,1
42,323.2,0,0
63,447.7,0,0
24,382.9,0,0
91,298.4,1,0
96,284.0,0,1
81,350.8,0,0
145,243.3,1,1
16,378.6,0,0
66,141.3,0,0
22,827.6,1,0
17,498.3,0,0
41,590.3,1,0
50,334.0,0,0
38,388.8,1,0
13,511.2,0,0
44,96.8,0,0
41,127.3,0,1
17,500.7,1,0
108,245.9,0,0
137,160.2,0,1
46,699.1,1,0
2,361.7,1,0
42,322.5,0,0
88,710.8,1,0
42,226.9,0,0
38,870.8,0,0
67,104.8,0,0
167,696.2,1,1
53,218.9,1,0
46,479.0,0,0
101,143.3,0,1
58,69.5,0,1
126,628.2,1,1
17,250.4,1,0
17,72.2,0,0
20,648.6,1,0
78,386.9,1,0
54,192.1,0,0
34,334.7,0,0
54,225.6,0,0
86,266.7,1,0
33,577.4,1,0
71,300.1,0,0
30,176.6,1,1
10,251.3,0,0
42,439.6,0,0
8,131.8,1,0
32,741.8,1,0
47,292.4,0,0
21,276.0,0,0
63,286.4,0,0
35,738.6,0,0
65,252.5,0,0
41,194.1,0,0
36,297.6,1,0
21,483.1,0,0
43,515.2,1,0
47,332.1,1,0
55,986.0,0,0
51,374.1,0,0
12,157.6,1,0
83,35.2,0,1
56,520.0,1,0
44,266.6,1,0
54,87.3,1,0
62,305.7,1,0
141,419.0,0,0
26,222.2,0,0
27,246.2,0,0
16,31.6,0,0
6,400.6,0,0
57,53.2,0,0
144,206.6,1,1
33,311.5,0,0
95,133.3,0,0
34,156.9,0,1
92,301.2,0,1
54,319.0,0,0
43,261.3,0,0
27,27.9,0,0
45,41.3,0,0
76,627.7,1,0
24,245.5,1,0
40,1424.9,1,0
49,302.3,0,0
75,1118.1,1,0
46,285.6,1,0
34,170.7,0,1
51,525.4,1,0
91,550.1,0,1
58,286.8,1,0
40,513.5,1,0
44,53.5,0,0
17,157.4,1,0
70,342.6,0,0
13,246.9,1,0
30,310.9,0,0
37,450.6,1,0
30,390.6,0,0
18,475.8,0,0
24,483.6,0,0
12,128.9,1,0
116,291.3,0,0
27,284.2,1,0
25,314.9,1,0
144,204.3,0,0
9,254.3,0,0
63,152.9,0,0
43,454.9,0,0
18,347.0,0,0
46,151.6,0,0
128,258.0,0,1
63,804.8,0,0
57,104.2,0,0
14,124.7,0,0
21,609.9,1,0
10,901.9,1,0
44,416.1,1,0
43,270.2,0,0
21,87.5,0,0
77,230.7,1,0
13,170.1,0,0
23,178.9,0,0
46,137.6,0,0
15,82.4,0,0
33,407.0,0,0
24,334.4,0,0
51,107.4,1,0
12,260.5,0,0
5,198.0,0,0
14,973.9,1,0
78,585.0,0,0
74,746.2,0,0
19,228.0,1,0
40,46.4,0,1
42,96.3,0,0
11,178.0,0,0
24,209.5,0,1
36,757.3,0,0
4,588.9,1,0
45,334.9,0,0
59,590.9,0,0
49,376.7,0,0
69,434.6,0,1
57,198.1,0,0
76,66.9,0,1
5,53.9,0,0
30,54.8,0,0
17,403.2,0,0
5,129.1,0,0
37,259.0,1,0
79,75.6,0,1
25,539.7,0,0
53,250.7,0,1
96,390.4,1,0
34,322.5,0,0
86,457.0,1,0
80,726.8,1,0
52,537.1,1,0
14,109.0,0,0
5,123.7,0,0
23,1651.8,1,0
29,640.1,1,0
34,1302.2,1,0
64,210.7,0,0
22,692.1,0,0
65,359.9,0,0
120,408.6,1,0
36,258.7,0,0
48,448.2,0,0
116,483.1,1,0
71,220.3,0,0
23,205.1,1,0
127,225.6,0,1
47,253.2,0,0
25,184.9,0,0
8,155.8,1,0
22,266.4,0,0
46,341.0,0,0
17,402.3,1,0
20,94.8,0,0
99,743.6,0,0
48,866.1,0,0
10,398.3,0,0
67,455.8,0,0
5,301.8,0,1
46,327.8,0,0
42,50.7,0,0
167,306.7,1,1
83,238.6,0,1
40,848.3,0,0
75,201.8,0,0
6,735.3,0,0
41,258.3,0,0
24,179.6,0,0
45,70.3,1,0
5,324.0,0,0
66,175.3,1,0
57,80.3,1,1
85,396.4,0,0
29,333.4,0,0
67,354.5,0,0
134,333.5,1,1
32,146.1,0,0
12,106.0,0,0
64,674.7,0,0
30,545.6,1,0
16,646.3,1,0
19,227.6,0,0
10,170.4,1,0
16,119.2,0,0
54,270.5,0,0
56,176.7,1,0
21,45.1,0,0
162,382.3,0,1
44,497.0,0,0
52,213.8,1,0
60,77.1,1,0
22,288.8,0,0
77,293.1,1,0
9,189.3,0,0
15,349.4,0,0
23,277.9,0,0
48,339.9,0,0
12,268.5,0,0
14,176.3,1,0
107,127.3,0,0
98,256.9,0,0
12,472.8,0,0
21,273.6,0,0
39,194.6,1,0
63,287.9,0,0
28,296.5,0,0
26,177.8,1,0
90,857.9,0,0
22,456.3,0,0
32,228.4,0,0
58,815.8,0,0
60,422.7,1,0
56,397.8,1,0
53,630.4,0,0
48,596.2,1,0
34,359.0,0,0
77,184.9,0,1
62,254.0,0,1
25,225.4,0,0
33,152.1,0,0
13,1042.5,0,0
28,599.7,1,0
15,218.8,0,0
79,333.8,0,1
184,227.3,0,1
14,132.6,0,0
36,44.4,0,0
31,354.4,0,0
4,338.4,1,0
23,549.8,0,0
130,165.8,0,1
46,550.4,0,0
36,593.0,0,0
15,499.9,0,0
71,577.8,1,0
27,241.5,0,0
22,543.8,0,0
67,485.4,0,0
36,280.9,0,0
18,62.3,0,0
70,273.8,1,0
45,504.6,0,0
71,417.6,1,0
37,179.8,0,0
194,347.6,1,1
8,280.3,0,0
180,167.3,1,1
25,175.2,0,0
9,1289.5,1,0
48,14.7,0,1
89,265.0,0,1
55,504.6,0,0
7,340.3,1,0
8,160.5,0,0
10,258.0,1,0
23,831.7,0,0
11,409.9,0,0
33,392.6,0,0
6,312.7,1,0
34,401.4,1,0
53,144.6,1,0
89,864.0,0,0
47,428.9,0,0
103,342.5,1,0
47,293.0,0,0
13,480.1,1,0
30,336.4321212121212,1,0
22,269.0,1,0
42,147.6,1,0
4,427.0,0,0
96,82.1,0,1
65,156.4,1,0
40,464.9,0,0
187,402.6,1,1
130,1002.9,1,0
60,205.1,0,0
41,302.6,1,0
33,665.3,0,0
31,554.4,0,1
21,471.7,0,0
22,336.4321212121212,0,0
38,152.4,0,1
85,247.7,0,0
38,315.9,1,1
11,187.9,1,0
31,198.1,0,0
17,253.0,0,0
113,336.4321212121212,1,0
4,634.3,0,0
41,416.6,0,0
15,70.3,0,1
33,581.8,0,0
40,418.0,0,0
74,629.0,1,0
28,336.4321212121212,0,0
39,681.9,0,0
97,226.5,0,1
97,143.0,0,0
157,576.1,1,0
18,325.3,1,0
159,532.1,1,0
31,197.2,0,0
111,134.4,1,1
72,251.2,1,0
27,109.1,1,0
138,419.0,0,1
103,19.9,0,1
13,557.5,0,0
29,117.5,1,0
65,511.3,0,0
10,384.0,0,0
37,46.2,1,0
85,391.3,1,0
37,102.9,1,0
47,302.1,0,0
80,200.8,1,0
55,36.3,0,1
37,370.4,0,1
110,243.3,0,1
44,262.1,0,0
40,44.3,0,1
108,50.9,1,1
57,208.4,0,1
16,651.9,1,0
17,424.3,0,0
22,362.2,0,0
83,610.4,0,0
77,161.5,0,0
47,377.8,0,0
18,57.6,0,0
30,1032.1,0,0
101,138.5,0,0
36,357.4,0,0
35,989.8,1,0
24,191.9,0,0
85,456.7,1,0
21,385.8,1,0
70,239.6,1,0
27,199.6,1,0
60,88.3,0,0
50,296.5,1,0
39,184.3,1,0
31,133.8,0,0
54,396.1,0,0
50,281.9,0,0
25,681.9,1,0
92,237.5,1,1
78,95.3,0,1
18,400.6,0,0
20,415.2,0,0
6,319.0,0,0
73,169.9,1,0
32,265.0,0,0
41,91.3,0,0
19,140.0,0,0
41,744.6,1,0
52,169.8,0,0
12,628.6,1,0
51,332.9,0,0
49,750.3,0,0
105,323.7,0,1
53,336.4321212121212,0,0
18,58.2,0,0
19,186.6,1,0
48,270.1,1,0
31,1232.6,1,0
69,152.8,0,0
11,126.3,1,0
75,70.0,0,0
47,56.3,0,0
107,970.2,0,0
38,291.8,0,0
18,141.9,1,0
17,622.0,0,0
53,816.6,0,0
14,113.8,0,0
158,177.1,0,1
37,557.1,0,0
115,419.2,0,0
8,290.5,1,0
2,737.8,1,0
22,55.9,0,1
56,93.2,0,0
45,136.6,0,0
25,159.5,1,0
55,25.2,0,1
34,186.3,0,0
14,378.3,0,0
126,460.9,0,0
2,436.0,0,0
50,691.7,1,0
43,347.8,0,0
44,160.8,0,0
86,55.0,1,1
16,53.4,1,0
15,277.4,0,0
86,115.4,0,1
64,266.9,0,0
110,109.6,1,1
35,605.1,0,0
34,249.5,1,0
80,266.1,1,0
100,220.0,0,1
14,559.4,0,0
153,95.1,0,1
29,224.4,0,1
50,260.7,0,0
64,163.5,1,0
88,500.5,1,0
71,516.7,0,0
45,54.0,1,0
71,414.1,0,0
31,32.6,0,0
26,126.1,0,0
44,158.4,0,1
96,211.1,1,1
63,752.9,1,0
29,171.6,0,0
40,171.5,0,0
83,73.2,0,1
52,312.2,0,0
47,274.2,1,0
48,463.6,1,0
15,71.9,0,1
7,761.7,0,0
90,434.9,0,0
43,258.1,0,1
49,496.7,0,0
30,775.0,0,0
112,412.3,1,0
28,281.1,1,0
34,168.4,0,0
88,195.5,0,0
29,285.3,0,0
49,208.3,0,0
12,530.6,1,0
20,644.5,0,0
10,86.4,0,0
45,86.0,0,0
47,225.4,1,0
49,42.0,0,1
35,726.1,0,0
36,533.6,0,0
24,278.7,1,0
31,299.4,1,0
13,323.2,0,0
55,166.1,1,0
74,246.6,1,0
37,176.7,1,0
36,261.5,0,0
45,266.9,0,0
109,225.2,0,0
40,649.2,1,0
42,227.6,0,0
191,310.4,1,1
35,60.1,0,0
54,519.1,1,0
52,365.6,1,0
32,429.9,0,0
57,153.1,1,0
11,92.1,0,1
36,267.8,1,0
19,34.2,0,0
58,753.6,0,0
9,260.8,1,0
67,15.4,0,1
2,212.5,1,0
55,217.9,0,1
16,648.0,0,0
25,259.2,0,0
35,65.1,0,0
115,326.3,0,1
16,256.2,0,0
41,211.5,0,0
94,185.2,0,1
42,619.0,1,0
61,325.5,1,0
85,238.4,0,0
25,720.3,1,0
27,438.9,0,0
16,425.5,1,0
95,180.7,1,0
127,253.9,1,1
12,232.0,0,0
51,95.5,1,0
25,165.9,0,0
26,334.6,1,0
64,378.7,0,0
43,367.4,0,0
59,62.0,1,0
124,241.6,1,1
53,124.9,0,0
65,49.3,1,0
83,223.3,0,1
23,164.2,0,0
70,250.8,0,0
26,369.9,0,0
13,325.0,0,0
56,824.8,0,0
15,280.5,0,0
44,631.3,0,0
36,96.4,0,1
104,417.8,1,0
15,178.7,1,0
53,203.6,0,0
21,336.4321212121212,0,0
9,202.1,0,0
5,505.5,0,0
15,183.6,1,0
15,93.1,0,0
5,293.6,0,0
76,303.5,0,0
90,192.0,0,1
22,506.7,1,0
29,40.3,1,1
34,107.0,0,0
83,339.4,0,0
84,271.2,1,1
52,190.7,1,0
51,277.1,0,0
27,479.6,0,0
5,322.6,0,0
33,426.7,0,0
94,334.7,0,1
24,566.0,0,0
31,165.4,0,1
72,501.1,0,0
30,67.1,1,0
34,84.3,0,0
73,383.7,0,0
5,79.6,0,0
14,192.2,0,0
135,728.3,1,0
72,95.0,0,1
79,453.2,0,1
51,239.9,1,0
56,87.4,0,1
25,323.3,1,0
33,535.2,0,0
81,77.1,0,1
28,72.9,0,0
24,375.0,0,1
41,206.2,1,0
52,1080.8,1,0
98,303.7,0,0
218,478.2,0,1
18,384.9,1,0
67,102.7,1,0
44,114.7,0,0
7,129.1,0,0
113,349.1,0,0
30,314.6,1,0
29,40.9,0,0
113,397.4,0,0
40,1215.1,1,0
92,93.6,0,1
34,107.1,0,0
60,142.4,0,0
38,220.6,0,0
21,100.5,0,0
61,555.4,0,0
72,698.8,0,0
42,266.8,0,0
5,301.7,1,0
15,60.9,1,0
27,85.6,0,0
107,25.3,0,1
40,148.3,0,0
106,171.9,0,0
84,371.5,0,0
29,349.6,1,0
48,122.5,0,0
73,385.8,0,0
22,1035.3,0,0
69,519.8,1,0
63,160.2,0,1
21,290.8,0,0
59,97.9,0,1
38,114.9,1,0
12,954.8,1,0
27,294.3,0,0
26,489.3,0,0
120,196.5,0,1
15,87.8,0,0
24,94.3,1,0
55,145.8,1,0
43,420.6,1,0
36,75.8,1,0
35,249.9,0,0
80,354.7,0,0
21,110.2,1,0
16,1031.5,0,0
5,583.7,1,0
28,219.8,0,0
12,129.7,0,0
32,392.8,1,0
7,295.0,0,0
32,330.4,1,0
52,403.5,1,0
40,134.0,1,0
65,518.0,1,0
90,67.6,0,1
51,36.7,1,0
41,367.9,0,0
57,317.4,0,0
52,237.6,0,0
73,142.4,0,0
43,165.0,0,0
14,99.9,0,0
87,291.3,0,0
8,29.1,1,0
69,38.4,0,1
56,135.6,1,1
57,345.5,1,0
44,290.2,1,0
23,583.6,0,0
38,250.7,1,0
95,421.2,0,0
58,332.5,1,0
58,27.4,0,0
97,114.2,1,1
105,129.8,1,0
71,122.9,0,0
145,177.1,0,1
58,647.0,1,0
71,204.4,0,0
82,177.8,1,1
101,441.0,0,1
19,438.7,0,0
13,21.7,1,0
14,288.1,1,0
28,704.4,1,0
84,195.2,0,0
34,119.4,1,0
38,418.5,0,0
13,79.7,0,0
14,336.2,1,0
28,193.5,0,1
22,336.4321212121212,0,0
72,480.7,0,0
12,401.0,1,0
15,598.6,0,0
52,288.9,1,0
35,98.4,0,0
33,51.3,0,0
84,578.2,1,0
33,89.7,0,1
43,1027.8,0,0
28,755.1,0,0
38,239.4,0,0
74,237.0,1,0
31,122.0,0,0
48,176.2,1,0
31,907.0,0,0
5,159.9,0,1
23,422.1,1,0
27,342.6,0,0
43,462.5,0,0
64,305.2,0,1
36,224.1,0,0
30,111.7,0,0
51,336.2,0,0
41,286.6,0,0
12,157.4,0,0
107,315.7,0,1
32,209.6,0,0
41,286.6,0,1
10,499.5,1,0
87,333.4,1,1
29,410.2,0,0
114,328.9,1,0
40,462.2,0,0
61,175.2,0,0
31,92.5,0,0
13,336.4321212121212,0,0
55,686.7,0,0
55,430.6,0,0
4,681.3,0,0
12,203.1,1,0
86,223.3,0,1
29,97.4,0,0
67,94.5,1,0
151,618.7,0,1
57,577.3,0,0
40,467.8,1,0
23,205.6,1,0
51,509.1,1,0
55,708.2,1,0
43,960.2,1,0
68,73.9,1,1
15,178.0,0,1
44,164.0,0,0
40,200.6,0,0
26,341.2,0,0
54,38.7,1,0
13,155.0,0,0
21,168.2,0,0
31,251.1,0,0
35,358.6,1,0
56,197.9,0,0
60,1094.9,1,0
21,212.7,0,0
114,338.9,0,1
54,382.9,0,0
136,107.7,0,1
100,147.1,1,1
26,504.1,1,0
13,582.1,0,0
10,735.5,0,0
4,110.6,0,0
48,623.1,1,0
24,307.4,1,0
63,576.2,0,0
25,312.4,0,0
20,470.5,1,0
60,646.3,0,0
159,691.2,0,0
98,266.1,0,0
61,49.8,0,1
91,170.4,1,1
56,1200.9,1,0
4,375.1,0,0
69,111.1,0,1
60,148.9,0,1
79,516.9,0,0
24,828.5,0,0
88,247.7,0,0
14,577.2,0,0
