user_id,days_since_purchase,total_spend,subscription_type,churn
1933,16,307.3,Basic,0
1934,25,911.2,Basic,0
1935,12,192.9,Premium,0
1936,14,379.9,Premium,0
1937,14,606.4,Basic,0
1938,32,246.8,Premium,0
1939,31,61.7,Basic,0
1940,80,167.7,Basic,1
1941,33,310.4,Basic,0
1942,39,307.8,Basic,0
1943,126,530.9,Premium,0
1944,3,157.5,Premium,0
1945,48,1123.6,Premium,0
1946,35,124.8,Basic,1
1947,52,265.8,,0
1948,26,318.8,Basic,0
1949,32,296.7,Basic,1
1950,95,92.7,Basic,1
1951,58,616.3,Basic,0
1952,34,161.0,Basic,0
1953,21,339.6,Basic,0
1954,16,377.3,Premium,0
1955,28,376.1,Premium,0
1956,36,73.1,Premium,0
1957,126,149.7,Basic,1
1958,46,337.3,Basic,0
1959,24,59.6,Basic,0
1960,3,272.5,Premium,0
1961,21,271.2,Basic,0
1962,28,394.2,Basic,0
1963,49,347.0,Premium,0
1964,28,215.1,Basic,0
1965,130,300.5,Basic,1
1966,34,204.8,Basic,1
1967,82,117.3,Basic,0
1968,9,166.2,Basic,0
1969,39,334.2,Basic,0
1970,21,216.6,Basic,0
1971,84,1165.7,Basic,0
1972,30,115.5,Premium,0
1973,97,326.6,,1
1974,65,365.0,Basic,1
1975,27,262.1,Basic,0
1976,16,252.6,Premium,0
1977,22,245.7,Basic,0
1978,32,247.0,Basic,0
1979,65,909.1,Premium,0
1980,40,53.1,Premium,0
1981,73,114.7,Basic,0
1982,102,392.5,Premium,0
1983,42,513.8,Basic,0
1984,17,121.4,Basic,0
1985,54,94.7,Basic,1
1986,139,223.4,Basic,1
1987,76,150.1,Premium,0
1988,51,224.7,Basic,0
1989,19,117.5,Basic,0
1990,35,518.4,Premium,0
1991,9,156.7,Premium,0
1992,15,49.9,Basic,0
1993,55,399.8,Basic,0
1994,7,249.7,Basic,0
1995,31,231.0,Premium,0
1996,13,236.4,Premium,0
1997,16,353.2,Premium,0
1998,43,94.9,Basic,0
1999,22,69.0,Basic,0
2000,11,120.2,Basic,0
2001,26,194.8,Basic,0
2002,10,111.8,Basic,0
2003,93,905.5,Premium,0
2004,67,120.3,Basic,0
2005,67,257.1,Basic,0
2006,20,454.3,Premium,0
2007,56,558.7,Basic,0
2008,47,1000.7,Premium,0
2009,22,969.3,Basic,0
2010,38,540.5,Basic,0
2011,9,484.8,Basic,0
2012,16,100.9,Basic,0
2013,38,473.5,Premium,0
2014,27,203.5,Basic,0
2015,52,205.2,Basic,0
2016,22,178.6,Basic,0
2017,31,98.8,Basic,0
2018,40,202.5,Premium,0
2019,21,114.7,Basic,0
2020,30,53.1,Premium,0
2021,47,802.4,Premium,0
2022,111,253.2,Basic,1
2023,21,339.4,Premium,0
2024,27,235.8,Basic,0
2025,75,511.7,Basic,0
2026,88,279.4,Basic,1
2027,60,819.8,Premium,0
2028,87,507.7,Premium,0
2029,20,133.9,Basic,1
2030,81,738.0,Premium,0
2031,69,317.2,Basic,0
2032,15,231.7,Basic,0
2033,31,471.8,Basic,0
2034,4,331.8,Premium,0
2035,45,414.5,Basic,0
2036,80,84.9,Basic,0
2037,26,259.6,Basic,0
2038,17,141.9,Basic,0
2039,16,947.2,Basic,0
2040,40,601.7,Basic,0
2041,59,379.5,Premium,0
2042,112,564.8,Basic,0
2043,4,144.1,Basic,0
2044,104,172.3,Basic,1
2045,46,41.6,Premium,0
2046,78,519.7,Premium,0
2047,66,27.8,,0
2048,42,205.4,Premium,1
2049,40,82.3,Basic,0
2050,53,503.2,Basic,0
2051,33,887.3,Basic,0
2052,35,445.2,Basic,0
2053,61,392.2,Basic,0
2054,21,382.7,Premium,0
2055,83,358.3,Premium,0
2056,78,159.7,Premium,0
2057,28,57.3,Basic,0
2058,62,271.3,Basic,1
2059,56,416.2,Premium,0
2060,25,318.7,Basic,0
2061,65,352.7,Basic,0
2062,109,421.0,Basic,1
2063,85,341.4,Premium,0
2064,11,112.3,Basic,0
2065,58,344.3,Basic,0
2066,76,523.6,Premium,0
2067,24,197.5,Basic,0
2068,83,403.7,Basic,0
2069,22,273.5,Basic,0
2070,33,97.8,Basic,0
2071,22,1413.4,Premium,0
2072,19,189.7,Basic,1
2073,53,104.8,Basic,0
2074,12,182.7,Premium,0
2075,34,24.8,Premium,0
2076,53,263.0,Premium,0
2077,23,622.5,Basic,0
2078,92,291.0,Basic,1
2079,36,167.9,Premium,0
2080,120,314.2,Premium,1
2081,10,243.3,Basic,1
2082,55,193.7,Basic,1
2083,47,481.7,Basic,0
2084,30,419.8,Premium,0
2085,42,109.5,Basic,0
2086,61,472.5,Basic,0
2087,69,583.4,Basic,0
2088,37,429.6,Premium,0
2089,55,272.9,Premium,0
2090,21,162.3,Basic,0
2091,70,933.2,Premium,0
2092,105,405.4,Premium,0
2093,74,268.8,Basic,0
2094,22,88.6,Basic,1
2095,18,119.5,Basic,0
2096,170,86.6,Premium,1
2097,100,207.6,Basic,0
2098,69,159.4,Basic,0
2099,109,362.2,Premium,0
2100,41,533.8,Basic,0
2101,68,527.0,Premium,0
2102,92,462.4,,0
2103,33,524.8,Basic,0
2104,58,166.8,Premium,0
2105,85,236.1,Premium,0
2106,17,161.7,Basic,0
2107,30,546.2,Premium,0
2108,84,111.7,Premium,1
2109,48,642.4,Basic,0
2110,44,228.9,Premium,0
2111,40,91.8,Basic,0
2112,90,182.2,Basic,1
2113,18,192.2,Basic,0
2114,29,279.0,Premium,0
2115,12,289.0,Premium,0
2116,32,521.5,Basic,0
2117,46,315.9,Basic,0
2118,6,90.7,Basic,0
2119,21,189.1,Basic,0
2120,48,205.0,Premium,0
2121,57,338.5,Premium,0
2122,126,,Basic,1
2123,63,1009.3,Premium,0
2124,36,461.0,Basic,0
2125,46,492.0,Premium,0
2126,47,37.6,Premium,0
2127,29,448.4,Basic,0
2128,50,43.3,Basic,1
2129,28,221.1,Premium,0
2130,52,188.3,Basic,0
2131,40,508.0,Basic,0
2132,35,105.8,Basic,0
2133,36,215.1,Basic,0
2134,71,72.3,Basic,1
2135,66,465.2,Premium,0
2136,34,222.9,Premium,0
2137,69,281.4,Basic,0
2138,39,13.6,Premium,0
2139,40,94.9,Basic,0
2140,29,374.1,Premium,0
2141,117,512.9,Premium,0
2142,109,647.9,Basic,0
2143,24,761.9,Premium,0
2144,32,151.5,Basic,0
2145,54,,Basic,0
2146,62,553.2,Premium,0
2147,17,311.6,Basic,0
2148,20,189.8,Basic,0
2149,62,287.0,Basic,0
2150,11,801.6,Premium,0
2151,24,241.4,Basic,0
2152,76,363.1,Basic,0
2153,74,391.3,Premium,0
2154,113,188.0,Premium,0
2155,138,506.0,Basic,1
2156,215,246.8,Basic,1
2157,31,188.0,Basic,1
2158,26,298.5,Basic,0
2159,56,545.9,Basic,0
2160,12,370.3,Premium,0
2161,34,365.3,Premium,0
2162,46,355.0,Basic,0
2163,59,415.8,Basic,0
2164,64,265.9,Premium,0
2165,34,225.2,Basic,0
2166,14,250.5,Premium,1
2167,17,352.8,Basic,0
2168,5,246.6,Basic,0
2169,26,333.0,Premium,0
2170,12,262.5,Basic,0
2171,28,107.4,Premium,0
2172,56,391.5,Basic,0
2173,14,,Basic,0
2174,44,323.5,Premium,0
2175,33,172.7,Basic,0
2176,53,137.1,Premium,0
2177,63,283.1,Basic,0
2178,32,338.2,Basic,0
2179,42,1398.2,,0
2180,33,161.1,Basic,0
2181,29,436.3,Basic,0
2182,23,196.2,Basic,0
2183,59,462.6,Basic,0
2184,100,376.5,Basic,0
2185,92,211.9,Premium,0
2186,13,126.9,Premium,0
2187,99,93.0,Premium,1
2188,19,642.0,Premium,0
2189,46,158.7,Premium,0
2190,53,632.6,Premium,0
2191,10,258.2,Basic,0
2192,36,269.0,Premium,0
2193,103,539.7,Premium,0
2194,3,,Basic,0
2195,179,388.9,Basic,1
2196,5,163.2,Basic,0
2197,52,610.6,Basic,0
2198,10,186.5,Premium,0
2199,58,392.8,Basic,0
2200,89,538.4,Basic,1
2201,73,7.8,Premium,0
2202,82,366.6,Basic,1
2203,34,145.7,,0
2204,102,413.4,Basic,1
2205,153,392.0,Premium,1
2206,45,465.7,Premium,0
2207,31,244.4,Basic,0
2208,21,730.7,Premium,0
2209,70,74.6,Basic,1
2210,85,679.3,Premium,0
2211,31,214.9,Premium,0
2212,117,52.7,Premium,0
2213,66,265.8,Basic,0
2214,44,195.3,Premium,0
2215,53,453.4,Premium,0
2216,17,372.7,Basic,0
2217,70,296.0,Premium,0
2218,18,360.1,Basic,0
2219,27,409.2,Premium,0
2220,39,262.2,Basic,0
2221,137,288.8,Premium,1
2222,50,174.1,Basic,1
2223,20,781.3,Basic,0
2224,53,253.3,Basic,1
2225,63,325.2,Basic,0
2226,94,400.5,Basic,0
2227,41,208.2,Basic,0
2228,23,341.6,Basic,0
2229,161,735.5,Basic,1
2230,53,143.2,Basic,0
2231,20,955.9,Premium,0
2232,41,420.4,Basic,0
2233,27,212.6,Premium,0
2234,98,177.0,Premium,0
2235,63,952.4,Premium,0
2236,32,498.4,Basic,0
2237,85,302.9,Premium,0
2238,38,179.8,Basic,0
2239,40,164.1,Basic,0
2240,22,224.6,Basic,0
2241,22,312.9,Premium,0
2242,154,290.6,Basic,1
2243,82,119.4,Basic,0
2244,6,206.1,Premium,0
2245,18,281.1,Premium,1
2246,15,915.7,Basic,0
2247,44,313.3,Basic,0
2248,30,109.5,Premium,0
2249,111,124.5,Basic,1
2250,32,726.8,Basic,0
2251,144,565.2,Basic,1
2252,39,253.8,Premium,0
2253,165,474.6,Premium,1
2254,35,437.7,Premium,0
2255,36,336.9,Premium,0
2256,81,137.5,Basic,0
2257,73,,Basic,1
2258,12,463.7,Basic,0
2259,44,342.1,Basic,0
2260,29,139.4,Basic,0
2261,28,713.7,Premium,0
2262,44,708.6,Basic,0
2263,33,397.8,Premium,0
2264,48,252.3,Basic,0
2265,17,70.4,Basic,1
2266,10,226.7,Basic,0
2267,83,110.5,Basic,0
2268,92,307.1,Premium,0
2269,79,510.7,Basic,0
2270,43,399.0,Basic,0
2271,31,559.3,Basic,0
2272,25,212.8,Basic,1
2273,21,89.1,Basic,1
2274,39,268.0,Premium,0
2275,90,399.0,Premium,0
2276,23,575.5,Basic,0
2277,90,588.0,Premium,0
2278,10,60.2,Basic,0
2279,50,300.2,Basic,0
2280,58,507.5,Basic,0
2281,27,602.1,Basic,0
2282,16,533.8,Basic,0
2283,75,152.0,Basic,0
2284,43,158.3,Basic,0
2285,198,781.4,Basic,1
2286,91,185.1,Basic,1
2287,92,912.5,Premium,0
2288,2,125.6,Basic,0
2289,23,236.0,Basic,0
2290,14,37.9,Basic,0
2291,5,223.9,Basic,0
2292,40,135.2,Basic,0
2293,74,400.9,Basic,0
2294,18,398.7,Basic,0
2295,5,350.8,Basic,0
2296,19,140.7,Basic,0
2297,37,561.0,Basic,0
2298,35,267.2,Basic,0
2299,42,423.2,Basic,0
2300,57,535.7,Basic,0
2301,41,376.0,Premium,0
2302,77,81.3,Basic,0
2303,18,313.3,Basic,0
2304,33,226.0,Basic,0
2305,64,168.5,Premium,1
2306,51,652.3,Basic,0
2307,133,207.8,Basic,1
2308,19,382.7,Basic,0
2309,64,445.9,Basic,0
2310,24,313.4,Basic,0
2311,22,190.7,Basic,0
2312,87,95.4,Premium,0
2313,41,348.1,Basic,0
2314,51,271.9,Premium,0
2315,26,998.8,Premium,0
2316,27,155.0,Basic,0
2317,9,39.1,Basic,0
2318,48,101.1,Basic,0
2319,16,533.1,Basic,0
2320,37,455.4,Basic,0
2321,77,843.4,Premium,0
2322,7,297.3,Premium,0
2323,232,417.3,Basic,1
2324,22,303.0,Basic,0
2325,38,213.6,Premium,0
2326,51,345.6,Premium,0
2327,21,257.7,Premium,0
2328,28,624.9,Basic,0
2329,89,163.4,Basic,0
2330,71,684.8,Basic,0
2331,34,155.3,Basic,1
2332,42,198.4,Basic,1
2333,46,275.1,Basic,0
2334,62,194.7,Premium,0
2335,66,273.4,Basic,0
2336,64,300.3,Basic,0
2337,30,603.5,Basic,0
2338,45,38.4,Basic,1
2339,83,156.4,Basic,0
2340,161,742.5,Basic,1
2341,44,253.7,Premium,0
2342,27,195.1,Basic,0
2343,21,148.5,Basic,0
2344,65,411.1,Basic,0
2345,9,88.8,Premium,1
2346,65,437.4,Premium,0
2347,66,1058.1,Premium,0
2348,27,53.0,Basic,1
2349,50,414.4,Basic,0
2350,35,96.2,Basic,0
2351,12,350.7,Basic,0
2352,62,429.5,Premium,0
2353,58,433.9,Basic,0
2354,29,229.3,Premium,0
2355,160,238.6,Premium,1
2356,42,441.9,Basic,0
2357,6,227.7,Premium,0
2358,86,477.1,Basic,0
2359,73,27.5,Basic,1
2360,79,316.2,Basic,0
2361,17,456.9,Basic,0
2362,49,229.0,Basic,1
2363,41,619.9,Basic,0
2364,36,181.2,Basic,0
2365,102,307.7,Basic,0
2366,42,509.5,Basic,0
2367,30,105.8,Basic,0
2368,30,538.9,Basic,0
2369,16,333.7,Basic,0
2370,45,186.5,Premium,0
2371,107,334.4,Premium,0
2372,32,173.7,Premium,0
2373,51,510.4,Premium,0
2374,36,215.4,Basic,0
2375,39,254.6,,0
2376,75,401.0,Basic,0
2377,16,225.2,Basic,0
2378,10,346.8,Premium,0
2379,86,253.2,Basic,1
2380,27,47.9,Premium,0
2381,30,104.3,Premium,0
2382,182,205.5,Premium,1
2383,72,217.3,Premium,0
2384,20,33.0,Basic,0
2385,90,266.5,Basic,0
2386,74,238.4,Basic,1
2387,1,288.7,Basic,0
2388,47,205.6,Basic,0
2389,17,871.8,Premium,0
2390,39,479.7,Premium,0
2391,161,726.8,Basic,1
2392,77,105.3,Basic,0
2393,84,201.2,Basic,1
2394,36,169.5,Basic,0
2395,85,83.3,Premium,0
2396,22,229.5,Basic,0
2397,46,30.6,Basic,1
2398,75,389.7,Basic,0
2399,73,569.3,Basic,0
2400,11,219.7,Basic,0
2401,139,286.7,Basic,1
2402,19,572.9,Basic,0
2403,204,123.2,Basic,1
2404,76,,Basic,1
2405,72,38.5,Premium,0
2406,20,134.6,Basic,0
2407,28,153.9,Basic,0
2408,131,409.8,Basic,1
2409,120,109.2,Premium,0
2410,37,60.8,Basic,1
2411,34,597.0,Premium,0
2412,35,162.2,Basic,0
2413,91,288.3,Basic,0
2414,85,426.9,Basic,0
2415,55,1160.3,Basic,0
2416,47,440.2,Premium,0
2417,36,148.7,Basic,0
2418,193,453.2,Basic,1
2419,12,116.9,Basic,0
2420,31,568.3,Basic,0
2421,53,140.6,Basic,0
2422,9,99.1,Basic,0
2423,26,342.6,Premium,0
2424,160,331.5,Basic,1
2425,81,103.0,Basic,0
2426,26,206.3,Premium,0
2427,25,358.2,Basic,0
2428,12,382.4,Premium,0
2429,29,344.2,,0
2430,63,748.2,Premium,0
2431,55,317.2,Basic,0
2432,30,886.7,Premium,0
2433,19,612.6,Premium,0
2434,36,161.7,Basic,0
2435,35,771.3,Premium,0
2436,74,307.9,Basic,0
2437,50,533.2,Basic,0
2438,45,348.9,Basic,0
2439,96,795.0,,0
2440,120,99.3,Basic,1
2441,55,216.8,Basic,0
2442,56,394.8,Basic,1
2443,38,369.6,Premium,0
2444,20,153.2,Premium,0
2445,78,743.0,Basic,0
2446,68,241.4,Basic,0
2447,40,498.7,Basic,0
2448,50,373.4,Basic,0
2449,92,441.7,Basic,0
2450,102,93.3,Basic,1
2451,2,249.0,Basic,0
2452,25,584.1,Premium,0
2453,40,496.4,Basic,0
2454,16,467.0,Basic,0
2455,51,141.5,Basic,1
2456,26,54.7,Basic,0
2457,52,82.7,Basic,0
2458,26,258.5,Basic,0
2459,27,278.1,Basic,0
2460,52,257.7,Basic,0
2461,80,124.6,Premium,1
2462,65,216.1,Premium,0
2463,41,738.4,Basic,0
2464,7,334.1,Basic,0
2465,27,245.3,Basic,0
2466,24,727.5,Basic,0
2467,70,838.7,Basic,0
2468,47,180.4,Basic,0
2469,48,335.8,Basic,0
2470,21,66.6,Basic,0
2471,105,49.8,Basic,1
2472,48,280.4,Premium,0
2473,20,117.6,Premium,0
2474,21,216.4,Premium,0
2475,53,312.6,Basic,1
2476,19,821.2,Premium,0
2477,25,342.4,Basic,0
2478,15,236.6,Premium,0
2479,70,870.0,Basic,0
2480,20,354.8,Premium,0
2481,117,500.6,Basic,1
2482,58,689.3,Premium,0
2483,15,317.0,Premium,0
2484,64,17.7,Basic,1
2485,105,150.2,Basic,1
2486,39,203.1,Premium,0
2487,114,250.4,Basic,1
2488,59,273.9,Premium,0
2489,26,219.8,Basic,0
2490,162,262.4,Basic,1
2491,12,299.8,Basic,0
2492,32,53.0,Basic,1
2493,41,384.9,Premium,0
2494,144,416.4,,1
2495,71,878.0,Basic,0
2496,63,288.3,Basic,0
2497,22,479.5,Basic,0
2498,38,507.7,Premium,0
2499,26,176.1,Premium,0
2500,61,302.1,Basic,0
2501,94,891.7,Premium,0
2502,186,861.1,Premium,1
2503,29,661.7,Basic,0
2504,11,1731.0,Premium,0
2505,33,412.6,Basic,0
2506,85,185.3,Basic,0
2507,20,545.1,Premium,0
2508,42,,Basic,0
2509,64,482.0,Premium,0
2510,29,147.1,Premium,0
2511,50,148.9,Basic,1
2512,18,61.2,Premium,0
2513,99,351.6,Basic,1
2514,35,638.9,Basic,0
2515,49,289.5,Basic,1
2516,7,341.2,Premium,0
2517,16,158.7,Basic,0
2518,84,512.8,Basic,0
2519,29,743.6,Premium,0
2520,19,91.1,Premium,0
2521,10,401.7,Premium,0
2522,97,500.0,Basic,0
2523,69,183.9,Basic,0
2524,66,59.3,Basic,1
2525,124,140.4,Premium,0
2526,32,709.4,Basic,0
2527,11,558.3,Basic,0
2528,44,789.5,Premium,0
2529,140,82.8,Basic,1
2530,44,645.7,Premium,0
2531,92,962.2,Premium,0
2532,12,195.1,Premium,0
2533,22,226.4,Basic,0
2534,80,318.7,Basic,0
2535,48,465.6,Premium,0
2536,39,249.8,Premium,0
2537,92,697.5,Premium,0
2538,79,401.1,Basic,0
2539,49,163.1,Premium,0
2540,3,666.3,Premium,0
2541,42,311.1,Premium,0
2542,58,537.5,Premium,0
2543,7,175.8,Premium,0
2544,56,142.1,,0
2545,94,54.4,Basic,1
2546,42,584.8,Basic,0
2547,17,478.8,Basic,0
2548,3,320.1,Basic,0
2549,57,79.5,Basic,1
2550,8,651.8,Basic,0
2551,65,407.8,Basic,0
2552,135,192.0,Basic,1
2553,23,445.5,Premium,0
2554,35,304.7,Premium,0
2555,141,408.1,Basic,1
2556,46,150.1,Premium,0
2557,29,32.1,Basic,0
2558,85,381.6,Basic,0
2559,30,425.5,Basic,0
2560,22,54.3,Basic,0
2561,65,23.5,Premium,0
2562,90,419.6,Premium,0
2563,21,391.2,Basic,0
2564,49,227.0,Basic,0
2565,37,122.6,Basic,0
2566,41,881.7,Basic,0
2567,17,366.5,Basic,0
2568,68,579.6,Basic,0
2569,117,127.5,Premium,1
2570,21,830.8,Premium,0
2571,68,356.6,Basic,1
2572,84,1071.2,Premium,0
2573,49,413.4,Basic,0
2574,66,285.9,Basic,1
2575,23,249.8,Basic,0
2576,112,154.5,Basic,1
2577,91,327.3,Premium,0
2578,98,418.6,Basic,0
2579,15,470.5,Basic,0
2580,60,134.7,Basic,1
2581,25,70.6,Basic,0
2582,119,435.9,Premium,0
2583,21,50.9,Basic,0
2584,50,255.9,Basic,0
2585,5,80.9,Basic,0
2586,50,457.3,Basic,0
2587,15,191.2,Basic,0
2588,63,274.4,Premium,0
2589,37,66.1,Basic,1
2590,31,704.2,Premium,0
2591,121,402.2,Premium,0
2592,169,413.0,Premium,1
2593,11,84.6,Basic,1
2594,32,45.6,Basic,0
2595,76,133.9,Basic,1
2596,55,243.6,Premium,0
2597,73,130.4,Basic,1
2598,40,826.5,Basic,0
2599,93,551.5,Basic,0
2600,49,260.8,Basic,0
2601,58,143.0,Basic,0
2602,15,100.2,Basic,1
2603,45,327.7,Premium,0
2604,77,325.1,Basic,1
2605,53,179.4,Basic,0
2606,47,359.7,Basic,1
2607,60,168.2,Basic,0
2608,49,99.1,Basic,0
2609,41,468.5,Premium,0
2610,78,43.7,Basic,1
2611,38,91.3,Premium,0
2612,14,115.7,Basic,0
2613,117,157.3,Basic,1
2614,25,545.4,Premium,0
2615,10,66.3,Basic,0
2616,66,211.9,Basic,1
2617,127,328.0,Basic,1
2618,67,308.2,Basic,0
2619,106,545.5,Premium,0
2620,19,216.9,Basic,0
2621,14,198.9,Premium,0
2622,32,791.7,Premium,0
2623,89,,Basic,1
2624,63,170.4,Premium,0
2625,66,122.9,Basic,1
2626,47,154.7,Premium,1
2627,32,705.9,Basic,0
2628,48,1019.8,Premium,0
2629,37,455.9,Basic,0
2630,31,370.6,Basic,0
2631,56,131.3,Basic,1
2632,35,230.3,Premium,0
2633,52,57.3,Basic,1
2634,6,213.2,Basic,0
2635,49,101.1,Premium,0
2636,34,379.9,Premium,0
2637,110,182.2,Premium,0
2638,10,403.8,Premium,0
2639,46,157.0,Premium,0
2640,77,61.4,Premium,0
2641,39,104.0,Basic,0
2642,33,330.5,Basic,0
2643,77,450.0,Premium,0
2644,62,321.5,Basic,1
2645,65,289.4,Basic,1
2646,31,261.0,Basic,0
2647,28,522.7,Premium,0
2648,52,18.8,Basic,1
2649,82,684.2,Basic,0
2650,12,208.6,Basic,1
2651,40,404.2,Basic,0
2652,29,244.6,Basic,0
2653,43,137.8,Basic,0
2654,72,196.2,Basic,0
2655,21,128.3,Premium,0
2656,67,114.3,Basic,1
2657,32,465.1,Premium,0
2658,90,381.9,Premium,0
2659,22,41.7,Basic,0
2660,81,153.9,Premium,0
2661,14,207.8,Basic,0
2662,49,319.3,Premium,0
2663,68,862.8,Basic,0
2664,23,,Premium,0
2665,29,34.8,Basic,1
2666,44,255.6,Basic,0
2667,33,79.8,Basic,0
2668,27,280.4,Premium,0
2669,78,1189.8,Premium,0
2670,97,168.3,Basic,0
2671,93,470.2,Basic,0
2672,60,253.4,Basic,0
2673,66,861.8,Premium,0
2674,19,375.3,Basic,0
2675,41,666.5,Premium,0
2676,46,327.6,Basic,0
2677,53,166.4,Basic,0
2678,53,611.9,Basic,0
2679,44,301.5,Basic,0
2680,59,175.5,Basic,0
2681,51,137.9,Basic,1
2682,51,402.1,Premium,0
2683,24,542.4,Basic,0
2684,16,348.1,Basic,0
2685,53,186.6,Basic,0
2686,30,338.6,Basic,0
2687,25,438.3,Basic,0
2688,69,54.7,Basic,1
2689,41,80.6,Basic,0
2690,106,410.3,Basic,1
2691,64,77.4,Basic,1
2692,23,215.4,Basic,0
2693,69,273.1,Basic,0
2694,57,105.7,Basic,1
2695,22,289.0,Premium,0
2696,28,276.1,Basic,1
2697,67,726.6,Premium,0
2698,8,520.0,Basic,0
2699,5,400.9,Premium,0
2700,49,199.2,Premium,0
2701,46,527.5,Basic,0
2702,52,701.7,Premium,0
2703,46,135.4,Basic,1
2704,59,288.9,Basic,0
2705,98,228.4,Premium,1
2706,43,411.0,Premium,0
2707,11,126.9,Basic,1
2708,7,435.0,Basic,0
2709,33,317.6,Basic,0
2710,33,127.2,Basic,0
2711,13,532.0,Premium,0
2712,4,152.2,Basic,0
2713,31,42.9,Basic,0
2714,127,103.9,Basic,1
2715,57,468.3,Basic,0
2716,54,714.7,Basic,0
2717,38,726.4,Basic,0
2718,33,208.1,Premium,0
2719,61,279.8,Premium,0
2720,15,178.5,Basic,0
2721,149,321.3,Premium,0
2722,16,96.9,Premium,0
2723,65,212.9,Premium,0
2724,17,289.6,Basic,0
2725,47,469.9,Basic,0
2726,70,308.3,Basic,0
2727,9,207.7,Basic,0
2728,19,106.4,Basic,0
2729,20,489.1,Basic,0
2730,35,64.8,Basic,0
2731,51,103.1,Premium,0
2732,128,379.8,Basic,1
2733,27,417.1,Basic,0
2734,123,22.4,Premium,1
2735,56,271.9,Premium,0
2736,15,45.5,Premium,0
2737,38,285.0,Premium,0
2738,12,184.9,Basic,0
2739,33,801.5,Premium,0
2740,31,341.6,Basic,1
2741,48,349.5,,0
2742,65,550.3,Basic,0
2743,40,564.1,Basic,0
2744,17,277.2,Basic,0
2745,106,148.6,Basic,1
2746,134,588.2,Premium,0
2747,37,437.1,Basic,0
2748,54,377.2,Basic,0
2749,36,359.2,Premium,0
2750,48,217.6,Basic,0
2751,50,565.3,Basic,0
2752,14,239.7,Premium,0
2753,33,142.8,Basic,0
2754,86,207.0,Basic,0
2755,81,161.7,Premium,0
2756,33,438.5,Basic,0
2757,51,276.5,Basic,0
2758,35,49.1,Premium,1
2759,67,445.3,Premium,0
2760,9,212.5,Basic,0
2761,61,252.7,Basic,0
2762,111,302.0,Basic,0
2763,24,167.1,Basic,0
2764,101,141.6,Basic,1
2765,52,378.1,Basic,0
2766,40,115.3,Premium,0
2767,33,112.3,Basic,0
2768,103,134.2,Basic,1
2769,35,484.2,Basic,0
2770,122,754.5,Premium,0
2771,113,133.2,Basic,1
2772,29,114.2,Basic,0
2773,37,356.4,Premium,0
2774,6,212.3,Basic,0
2775,41,444.1,Basic,0
2776,45,357.2,Basic,1
2777,92,754.0,Basic,0
2778,117,118.9,Basic,1
2779,72,439.4,,1
2780,87,184.8,Basic,0
2781,37,108.2,Basic,0
2782,14,237.0,Premium,0
2783,52,257.2,Premium,0
2784,91,709.0,Premium,0
2785,2,78.6,Premium,0
2786,47,136.5,Basic,0
2787,7,344.2,Premium,0
2788,22,101.9,Basic,0
2789,48,917.3,Premium,0
2790,118,1012.7,Premium,0
2791,43,323.9,Premium,0
2792,68,492.7,Premium,0
2793,52,630.9,Basic,0
2794,23,223.7,Basic,0
2795,60,,Basic,0
2796,14,90.8,Basic,0
2797,43,39.4,Basic,0
2798,102,475.6,Basic,1
2799,49,304.8,Premium,0
2800,52,763.8,Basic,0
2801,33,201.8,Premium,0
2802,10,109.1,Premium,0
2803,36,577.0,Premium,0
2804,78,940.6,Premium,0
2805,57,91.7,Basic,0
2806,15,152.9,Premium,0
2807,7,799.0,Premium,0
2808,23,922.4,Basic,0
2809,36,365.5,Basic,0
2810,38,187.2,Premium,0
2811,38,578.5,Basic,0
2812,43,200.9,Basic,0
2813,58,192.2,Premium,0
2814,31,166.4,Basic,0
2815,19,404.7,Basic,0
2816,63,337.4,Premium,0
2817,79,350.9,Basic,0
2818,27,452.5,Basic,0
2819,149,209.4,Basic,1
2820,114,492.8,Basic,0
2821,16,328.1,Premium,0
2822,8,168.5,Basic,0
2823,37,67.1,Basic,0
2824,52,202.5,Basic,0
2825,148,657.8,Basic,1
2826,145,567.6,Premium,1
2827,68,454.1,Premium,0
2828,31,99.3,Basic,1
2829,95,164.0,Basic,1
2830,47,395.4,Basic,0
2831,13,465.8,Basic,0
2832,13,576.7,Premium,0
2833,32,302.2,Basic,0
2834,84,130.9,Basic,0
2835,17,466.6,Basic,0
2836,32,211.9,Premium,0
2837,113,612.3,Premium,0
2838,57,202.8,Basic,0
2839,62,960.1,Premium,0
2840,86,186.3,Basic,1
2841,32,183.5,Basic,0
2842,118,307.1,Premium,0
2843,70,172.4,,0
2844,39,146.8,Premium,1
2845,104,128.8,Basic,1
2846,68,599.7,Basic,0
2847,42,155.2,Premium,0
2848,63,184.9,Basic,1
2849,21,977.3,Basic,0
2850,95,480.9,Basic,1
2851,146,617.7,Premium,0
2852,9,882.5,Basic,0
2853,27,231.2,Basic,0
2854,25,55.3,Premium,0
2855,73,445.2,Basic,1
2856,50,212.4,Basic,0
2857,30,983.0,Basic,0
2858,34,36.6,Basic,0
2859,28,113.0,Basic,1
2860,67,158.0,Basic,0
2861,50,305.0,Premium,0
2862,33,76.8,Basic,0
2863,28,423.5,Premium,0
2864,105,150.8,Basic,1
2865,93,503.0,Basic,0
2866,67,627.6,Basic,0
2867,87,193.6,Basic,0
